,host_response_rate,host_acceptance_rate,host_total_listings_count,accommodates,bathrooms,beds,price,availability_60,availability_90,availability_365,number_of_reviews_ltm,reviews_per_month
3983,Mala,Mala,Disponible,Abundante,Abundante,Escaso,164-183,Comun,Común,Común,Disponible,Disponible
3984,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,0-19,Comun,Raro,Frecuente,Disponible,Abundante
3985,Mala,Mala,Disponible,Escaso,Escaso,Abundante,143-163,Comun,Común,Común,Disponible,Abundante
3986,Mala,Mala,Disponible,Escaso,Abundante,Abundante,61-81,Comun,Común,Escaso,Disponible,Abundante
3987,Mala,Mala,Disponible,Escaso,Abundante,Normal,143-163,Comun,Común,Escaso,Disponible,Abundante
3988,Mala,Mala,Escaso,Abundante,Poco disponible,Poco disponible,164-183,Comun,Común,Común,Disponible,Abundante
3989,Mala,Mala,Disponible,Poco disponible,Abundante,Disponible,184-205,Comun,Común,Poco disponible,Disponible,Abundante
3990,Mala,Mala,Poco disponible,Abundante,Abundante,Escaso,61-81,Escaso,Abundante,Escaso,Disponible,Disponible
3991,Mala,Buena,Poco disponible,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Raro,Disponible,Disponible
3992,Mala,Buena,Disponible,Abundante,Abundante,Abundante,164-183,Comun,Común,Común,Disponible,Disponible
3993,Mala,Buena,Disponible,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
3994,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,102-122,Disponible,Poco disponible,Abundante,Disponible,Escaso
3995,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,41-60,Comun,Común,Común,Abundante,Poco disponible
3996,Mala,Mala,Poco disponible,Abundante,Escaso,Escaso,61-81,Comun,Común,Común,Disponible,Poco disponible
3997,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,123-142,Comun,Común,Común,Disponible,Poco disponible
3998,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Raro,Común,Escaso,Abundante
3999,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,61-81,Comun,Común,Escaso,Abundante,Disponible
4000,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,82-101,Comun,Común,Común,Disponible,Disponible
4001,Mala,Mala,Disponible,Abundante,Abundante,Abundante,164-183,Comun,Común,Común,Disponible,Disponible
4002,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
4003,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,61-81,Comun,Común,Escaso,Poco disponible,Disponible
4004,Mala,Mala,Disponible,Disponible,Poco disponible,Disponible,20-40,Comun,Común,Escaso,Disponible,Disponible
4005,Mala,Mala,Disponible,Poco disponible,Abundante,Disponible,123-142,Comun,Común,Común,Disponible,Disponible
4006,Mala,Mala,Poco disponible,Poco disponible,Abundante,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
4007,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,102-122,Comun,Común,Poco disponible,Disponible,Disponible
4008,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,184-205,Comun,Común,Común,Disponible,Disponible
4009,Mala,Mala,Disponible,Frecuente,Abundante,Normal,61-81,Comun,Común,Común,Disponible,Disponible
4010,Mala,Mala,Poco disponible,Escaso,Poco disponible,Normal,41-60,Frecuente,Frecuente,Escaso,Poco disponible,Abundante
4011,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Comun,Común,Escaso,Abundante,Abundante
4012,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,61-81,Disponible,Poco disponible,Disponible,Disponible,Abundante
4013,Mala,Mala,Poco disponible,Abundante,Escaso,Abundante,82-101,Comun,Común,Poco disponible,Disponible,Disponible
4014,Mala,Mala,Poco disponible,Abundante,Abundante,Poco disponible,61-81,Comun,Común,Poco disponible,Disponible,Disponible
4015,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Poco disponible,Poco disponible,Abundante,Disponible,Abundante
4016,Mala,Mala,Poco disponible,Disponible,Poco disponible,Disponible,41-60,Frecuente,Frecuente,Frecuente,Disponible,Disponible
4017,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,143-163,Comun,Común,Común,Disponible,Disponible
4018,Mala,Mala,Disponible,Abundante,Abundante,Abundante,41-60,Comun,Común,Común,Disponible,Disponible
4019,Mala,Mala,Disponible,Abundante,Escaso,Abundante,184-205,Comun,Común,Común,Disponible,Disponible
4020,Mala,Mala,Disponible,Escaso,Abundante,Normal,41-60,Disponible,Disponible,Disponible,Disponible,Disponible
4021,Mala,Mala,Disponible,Abundante,Abundante,Normal,61-81,Comun,Común,Común,Disponible,Disponible
4022,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Poco disponible,Raro,Escaso
4023,Mala,Mala,Disponible,Escaso,Escaso,Normal,61-81,Comun,Común,Común,Disponible,Escaso
4024,Mala,Mala,Disponible,Abundante,Abundante,Abundante,61-81,Comun,Común,Común,Disponible,Escaso
4025,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Poco disponible,Disponible,Escaso
4026,Mala,Mala,Poco disponible,Escaso,Abundante,Normal,82-101,Comun,Común,Común,Disponible,Escaso
4027,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
4028,Mala,Mala,Disponible,Abundante,Poco disponible,Abundante,123-142,Comun,Común,Común,Disponible,Disponible
4029,Mala,Mala,Disponible,Abundante,Abundante,Escaso,143-163,Comun,Común,Común,Disponible,Disponible
4030,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,164-183,Comun,Común,Poco disponible,Disponible,Disponible
4031,Mala,Mala,Disponible,Escaso,Escaso,Poco disponible,184-205,Comun,Común,Común,Disponible,Disponible
4032,Mala,Mala,Escaso,Poco disponible,Poco disponible,Disponible,41-60,Frecuente,Frecuente,Frecuente,Disponible,Disponible
4033,Mala,Mala,Disponible,Escaso,Poco disponible,Abundante,61-81,Comun,Común,Poco disponible,Disponible,Disponible
4034,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,143-163,Comun,Común,Poco disponible,Disponible,Disponible
4035,Mala,Mala,Escaso,Poco disponible,Poco disponible,Disponible,41-60,Frecuente,Frecuente,Frecuente,Disponible,Disponible
4036,Mala,Mala,Disponible,Abundante,Poco disponible,Escaso,61-81,Comun,Común,Común,Disponible,Disponible
4037,Mala,Mala,Disponible,Abundante,Abundante,Abundante,61-81,Comun,Común,Común,Disponible,Disponible
4038,Mala,Mala,Disponible,Escaso,Abundante,Escaso,61-81,Poco disponible,Poco disponible,Frecuente,Raro,Poco disponible
4039,Mala,Mala,Disponible,Escaso,Abundante,Abundante,61-81,Comun,Común,Escaso,Disponible,Disponible
4040,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Disponible,Poco disponible,Raro,Disponible,Disponible
4041,Mala,Mala,Disponible,Frecuente,Abundante,Escaso,61-81,Comun,Común,Común,Disponible,Disponible
4042,Mala,Mala,Poco disponible,Poco disponible,Abundante,Escaso,61-81,Comun,Común,Común,Disponible,Disponible
4043,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Raro,Raro,Común,Escaso,Abundante
4044,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,20-40,Comun,Raro,Frecuente,Raro,Escaso
4045,Mala,Mala,Poco disponible,Frecuente,Escaso,Abundante,61-81,Comun,Común,Común,Disponible,Disponible
4046,Mala,Mala,Disponible,Abundante,Escaso,Escaso,61-81,Comun,Común,Escaso,Disponible,Disponible
4047,Mala,Mala,Poco disponible,Frecuente,Abundante,Poco disponible,61-81,Comun,Raro,Escaso,Disponible,Disponible
4048,Mala,Mala,Disponible,Poco disponible,Abundante,Poco disponible,61-81,Disponible,Disponible,Disponible,Poco disponible,Poco disponible
4049,Mala,Mala,Escaso,Escaso,Abundante,Poco disponible,61-81,Comun,Raro,Abundante,Disponible,Poco disponible
4050,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,143-163,Frecuente,Raro,Escaso,Abundante,Disponible
4051,Mala,Mala,Disponible,Poco disponible,Poco disponible,Escaso,143-163,Comun,Común,Común,Disponible,Disponible
4052,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,0-19,Escaso,Frecuente,Común,Poco disponible,Escaso
4053,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Comun,Común,Común,Disponible,Disponible
4054,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Comun,Común,Frecuente,Disponible,Disponible
4055,Mala,Buena,Poco disponible,Abundante,Abundante,Poco disponible,102-122,Comun,Común,Común,Disponible,Disponible
4056,Mala,Buena,Escaso,Abundante,Poco disponible,Escaso,20-40,Raro,Raro,Frecuente,Disponible,Disponible
4057,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,20-40,Comun,Común,Poco disponible,Poco disponible,Disponible
4058,Mala,Mala,Abundante,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
4059,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,184-205,Comun,Común,Común,Disponible,Disponible
4060,Mala,Mala,Disponible,Abundante,Poco disponible,Escaso,61-81,Disponible,Poco disponible,Raro,Disponible,Disponible
4061,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,164-183,Comun,Común,Común,Disponible,Disponible
4062,Mala,Mala,Frecuente,Disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
4063,Mala,Mala,Disponible,Poco disponible,Abundante,Disponible,82-101,Comun,Común,Poco disponible,Disponible,Disponible
4064,Mala,Mala,Disponible,Escaso,Abundante,Normal,61-81,Comun,Común,Común,Disponible,Disponible
4065,Mala,Mala,Disponible,Poco disponible,Poco disponible,Abundante,41-60,Comun,Común,Escaso,Disponible,Disponible
4066,Mala,Buena,Disponible,Poco disponible,Poco disponible,Disponible,61-81,Comun,Común,Común,Disponible,Disponible
4067,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Escaso,Disponible,Abundante
4068,Mala,Mala,Escaso,Poco disponible,Poco disponible,Disponible,41-60,Frecuente,Raro,Frecuente,Disponible,Poco disponible
4069,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,102-122,Comun,Común,Común,Disponible,Disponible
4070,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,61-81,Comun,Común,Común,Disponible,Disponible
4071,Mala,Mala,Disponible,Abundante,Poco disponible,Escaso,61-81,Comun,Común,Común,Disponible,Disponible
4072,Mala,Mala,Disponible,Escaso,Escaso,Abundante,61-81,Comun,Común,Común,Disponible,Disponible
4073,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,20-40,Raro,Raro,Poco disponible,Abundante,Disponible
4074,Mala,Mala,Disponible,Poco disponible,Abundante,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
4075,Mala,Mala,Escaso,Escaso,Poco disponible,Normal,0-19,Comun,Común,Común,Disponible,Disponible
4076,Mala,Mala,Disponible,Escaso,Abundante,Escaso,41-60,Comun,Común,Común,Disponible,Disponible
4077,Mala,Mala,Poco disponible,Frecuente,Abundante,Escaso,61-81,Comun,Común,Común,Disponible,Disponible
4078,Mala,Mala,Disponible,Frecuente,Abundante,Normal,143-163,Comun,Común,Poco disponible,Disponible,Disponible
4079,Mala,Mala,Disponible,Escaso,Escaso,Normal,102-122,Disponible,Disponible,Disponible,Disponible,Disponible
4080,Mala,Buena,Disponible,Disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
4081,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Disponible,Disponible,Poco disponible,Disponible,Disponible
4082,Mala,Buena,Poco disponible,Poco disponible,Poco disponible,Disponible,61-81,Frecuente,Raro,Común,Disponible,Disponible
4083,Mala,Mala,Disponible,Poco disponible,Abundante,Disponible,164-183,Comun,Común,Común,Disponible,Disponible
4084,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
4085,Mala,Mala,Disponible,Poco disponible,Abundante,Disponible,102-122,Comun,Común,Poco disponible,Disponible,Disponible
4086,Mala,Mala,Disponible,Abundante,Abundante,Normal,61-81,Poco disponible,Poco disponible,Poco disponible,Poco disponible,Poco disponible
4087,Mala,Mala,Disponible,Escaso,Abundante,Abundante,61-81,Raro,Frecuente,Raro,Escaso,Poco disponible
4088,Mala,Mala,Disponible,Abundante,Abundante,Abundante,61-81,Comun,Común,Común,Disponible,Poco disponible
4089,Mala,Mala,Disponible,Disponible,Poco disponible,Disponible,61-81,Comun,Común,Común,Disponible,Poco disponible
4090,Mala,Mala,Disponible,Abundante,Abundante,Abundante,61-81,Abundante,Escaso,Abundante,Poco disponible,Disponible
4091,Mala,Mala,Poco disponible,Abundante,Abundante,Abundante,184-205,Disponible,Disponible,Disponible,Disponible,Disponible
4092,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,102-122,Comun,Común,Común,Disponible,Disponible
4093,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Abundante,41-60,Comun,Común,Escaso,Abundante,Poco disponible
4094,Mala,Mala,Disponible,Abundante,Abundante,Normal,143-163,Comun,Común,Poco disponible,Disponible,Poco disponible
4095,Mala,Mala,Disponible,Abundante,Escaso,Poco disponible,82-101,Comun,Común,Poco disponible,Disponible,Poco disponible
4096,Mala,Mala,Disponible,Escaso,Escaso,Abundante,61-81,Comun,Común,Común,Disponible,Poco disponible
4097,Mala,Mala,Disponible,Poco disponible,Poco disponible,Abundante,143-163,Comun,Común,Poco disponible,Disponible,Poco disponible
4098,Mala,Mala,Disponible,Disponible,Abundante,Poco disponible,123-142,Comun,Común,Común,Disponible,Poco disponible
4099,Mala,Mala,Disponible,Escaso,Abundante,Escaso,61-81,Comun,Común,Común,Disponible,Poco disponible
4100,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,61-81,Comun,Común,Escaso,Disponible,Disponible
4101,Mala,Mala,Escaso,Abundante,Poco disponible,Poco disponible,41-60,Frecuente,Frecuente,Abundante,Abundante,Disponible
4102,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,164-183,Comun,Común,Común,Disponible,Disponible
4103,Mala,Mala,Disponible,Escaso,Abundante,Escaso,61-81,Comun,Común,Común,Disponible,Disponible
4104,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
4105,Mala,Mala,Poco disponible,Abundante,Abundante,Abundante,164-183,Comun,Común,Común,Disponible,Disponible
4106,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,164-183,Comun,Común,Común,Disponible,Disponible
4107,Mala,Mala,Poco disponible,Abundante,Poco disponible,Abundante,20-40,Comun,Frecuente,Común,Disponible,Disponible
4108,Mala,Mala,Poco disponible,Escaso,Abundante,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
4109,Mala,Mala,Disponible,Escaso,Escaso,Escaso,61-81,Comun,Común,Común,Disponible,Disponible
4110,Mala,Mala,Disponible,Abundante,Escaso,Escaso,61-81,Comun,Común,Común,Disponible,Disponible
4111,Mala,Mala,Disponible,Poco disponible,Poco disponible,Escaso,41-60,Escaso,Escaso,Común,Disponible,Disponible
4112,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
4113,Mala,Mala,Disponible,Escaso,Abundante,Normal,61-81,Comun,Común,Común,Disponible,Disponible
4114,Mala,Mala,Poco disponible,Abundante,Abundante,Abundante,41-60,Disponible,Poco disponible,Abundante,Disponible,Disponible
4115,Mala,Mala,Disponible,Disponible,Poco disponible,Disponible,102-122,Comun,Común,Común,Disponible,Disponible
4116,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Frecuente,Frecuente,Abundante,Poco disponible,Poco disponible
4117,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
4118,Mala,Mala,Disponible,Escaso,Abundante,Normal,123-142,Raro,Común,Común,Disponible,Disponible
4119,Mala,Buena,Abundante,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Abundante,Disponible,Disponible
4120,Mala,Buena,Poco disponible,Abundante,Poco disponible,Abundante,61-81,Comun,Común,Poco disponible,Disponible,Disponible
4121,Mala,Mala,Disponible,Disponible,Poco disponible,Disponible,20-40,Comun,Común,Raro,Disponible,Disponible
4122,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,102-122,Comun,Común,Poco disponible,Poco disponible,Poco disponible
4123,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,61-81,Comun,Común,Común,Disponible,Poco disponible
4124,Mala,Mala,Disponible,Abundante,Abundante,Abundante,41-60,Comun,Común,Común,Disponible,Disponible
4125,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,0-19,Comun,Común,Común,Disponible,Disponible
4126,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,143-163,Comun,Común,Común,Disponible,Disponible
4127,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Disponible,Disponible,Poco disponible,Escaso,Disponible
4128,Mala,Mala,Disponible,Frecuente,Abundante,Abundante,61-81,Comun,Común,Poco disponible,Disponible,Disponible
4129,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
4130,Mala,Mala,Disponible,Abundante,Abundante,Abundante,41-60,Disponible,Disponible,Disponible,Disponible,Disponible
4131,Mala,Mala,Disponible,Abundante,Abundante,Abundante,41-60,Comun,Común,Común,Disponible,Disponible
4132,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
4133,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
4134,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Poco disponible,Disponible,Disponible,Disponible,Disponible
4135,Mala,Mala,Poco disponible,Abundante,Poco disponible,Abundante,61-81,Comun,Común,Poco disponible,Disponible,Disponible
4136,Mala,Mala,Disponible,Escaso,Abundante,Normal,61-81,Comun,Común,Poco disponible,Disponible,Disponible
4137,Mala,Mala,Disponible,Escaso,Abundante,Abundante,102-122,Comun,Común,Común,Disponible,Disponible
4138,Mala,Mala,Disponible,Abundante,Abundante,Abundante,61-81,Comun,Común,Poco disponible,Disponible,Disponible
4139,Mala,Mala,Poco disponible,Frecuente,Escaso,Normal,102-122,Comun,Común,Común,Abundante,Disponible
4140,Mala,Mala,Raro,Poco disponible,Poco disponible,Abundante,20-40,Comun,Común,Común,Disponible,Disponible
4141,Mala,Mala,Disponible,Escaso,Escaso,Abundante,143-163,Escaso,Abundante,Poco disponible,Disponible,Disponible
4142,Mala,Mala,Disponible,Abundante,Escaso,Escaso,41-60,Escaso,Frecuente,Común,Raro,Poco disponible
4143,Mala,Mala,Poco disponible,Escaso,Abundante,Poco disponible,143-163,Comun,Común,Poco disponible,Disponible,Poco disponible
4144,Mala,Mala,Poco disponible,Disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
