,host_response_rate,host_acceptance_rate,host_total_listings_count,accommodates,bathrooms,beds,price,availability_60,availability_90,availability_365,number_of_reviews_ltm,reviews_per_month
14824,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,41-60,Raro,Raro,Común,Frecuente,Escaso
14825,Mala,Mala,Disponible,Frecuente,Abundante,Poco disponible,61-81,Comun,Común,Raro,Poco disponible,Poco disponible
14826,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,82-101,Escaso,Frecuente,Común,Escaso,Poco disponible
14827,Mala,Mala,Poco disponible,Abundante,Poco disponible,Disponible,20-40,Disponible,Poco disponible,Raro,Poco disponible,Poco disponible
14828,Mala,Mala,Abundante,Disponible,Poco disponible,Poco disponible,20-40,Disponible,Disponible,Disponible,Poco disponible,Poco disponible
14829,Mala,Mala,Poco disponible,Abundante,Poco disponible,Normal,41-60,Disponible,Disponible,Poco disponible,Disponible,Disponible
14830,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,102-122,Comun,Común,Común,Poco disponible,Disponible
14831,Mala,Mala,Disponible,Escaso,Poco disponible,Abundante,82-101,Frecuente,Frecuente,Poco disponible,Poco disponible,Poco disponible
14832,Mala,Mala,Abundante,Frecuente,Abundante,Normal,61-81,Comun,Común,Común,Poco disponible,Disponible
14833,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,41-60,Escaso,Abundante,Raro,Disponible,Disponible
14834,Mala,Buena,Disponible,Abundante,Abundante,Abundante,143-163,Raro,Raro,Poco disponible,Disponible,Disponible
14835,Mala,Buena,Disponible,Poco disponible,Abundante,Abundante,143-163,Disponible,Disponible,Disponible,Disponible,Disponible
14836,Mala,Mala,Escaso,Escaso,Abundante,Abundante,61-81,Poco disponible,Abundante,Disponible,Poco disponible,Disponible
14837,Mala,Mala,Poco disponible,Escaso,Abundante,Abundante,143-163,Raro,Raro,Frecuente,Disponible,Disponible
14838,Mala,Mala,Disponible,Abundante,Abundante,Abundante,82-101,Raro,Raro,Común,Escaso,Poco disponible
14839,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,61-81,Abundante,Abundante,Disponible,Disponible,Disponible
14840,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,164-183,Comun,Común,Frecuente,Disponible,Disponible
14841,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,61-81,Comun,Común,Poco disponible,Disponible,Disponible
14842,Mala,Mala,Poco disponible,Abundante,Abundante,Poco disponible,123-142,Abundante,Escaso,Escaso,Poco disponible,Escaso
14843,Mala,Mala,Escaso,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
14844,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,61-81,Raro,Escaso,Disponible,Abundante,Abundante
14845,Mala,Mala,Disponible,Escaso,Poco disponible,Abundante,184-205,Comun,Común,Común,Disponible,Abundante
14846,Mala,Mala,Poco disponible,Abundante,Escaso,Abundante,61-81,Raro,Frecuente,Común,Disponible,Disponible
14847,Mala,Mala,Disponible,Frecuente,Poco disponible,Normal,20-40,Frecuente,Frecuente,Escaso,Poco disponible,Escaso
14848,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Escaso,Frecuente,Común,Frecuente,Abundante
14849,Mala,Mala,Disponible,Escaso,Abundante,Abundante,61-81,Comun,Raro,Común,Disponible,Abundante
14850,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Escaso,Abundante,Raro,Poco disponible,Poco disponible
14851,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Poco disponible,Abundante,Frecuente,Escaso,Abundante
14852,Mala,Mala,Abundante,Abundante,Poco disponible,Abundante,20-40,Raro,Raro,Poco disponible,Disponible,Disponible
14853,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,41-60,Comun,Raro,Común,Disponible,Disponible
14854,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,61-81,Comun,Común,Común,Disponible,Disponible
14855,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,41-60,Comun,Común,Común,Abundante,Disponible
14856,Mala,Mala,Poco disponible,Disponible,Poco disponible,Disponible,0-19,Raro,Raro,Poco disponible,Frecuente,Abundante
14857,Mala,Mala,Poco disponible,Escaso,Abundante,Escaso,61-81,Comun,Común,Común,Disponible,Abundante
14858,Mala,Mala,Disponible,Escaso,Escaso,Abundante,164-183,Comun,Común,Poco disponible,Disponible,Abundante
14859,Mala,Buena,Poco disponible,Poco disponible,Poco disponible,Poco disponible,20-40,Comun,Común,Común,Disponible,Disponible
14860,Mala,Buena,Poco disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
14861,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,0-19,Poco disponible,Abundante,Abundante,Poco disponible,Raro
14862,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,61-81,Escaso,Escaso,Abundante,Raro,Frecuente
14863,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,20-40,Comun,Común,Escaso,Poco disponible,Poco disponible
14864,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,61-81,Disponible,Disponible,Escaso,Poco disponible,Disponible
14865,Mala,Mala,Disponible,Escaso,Poco disponible,Escaso,41-60,Frecuente,Escaso,Abundante,Frecuente,Abundante
14866,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,41-60,Comun,Común,Poco disponible,Disponible,Abundante
14867,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,41-60,Disponible,Poco disponible,Raro,Disponible,Disponible
14868,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,61-81,Comun,Común,Común,Disponible,Disponible
14869,Mala,Mala,Poco disponible,Escaso,Abundante,Normal,61-81,Escaso,Frecuente,Abundante,Poco disponible,Raro
14870,Mala,Mala,Disponible,Escaso,Poco disponible,Escaso,61-81,Abundante,Escaso,Poco disponible,Disponible,Disponible
14871,Mala,Mala,Poco disponible,Abundante,Abundante,Abundante,61-81,Poco disponible,Escaso,Común,Frecuente,Abundante
14872,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
14873,Mala,Mala,Abundante,Abundante,Poco disponible,Poco disponible,20-40,Poco disponible,Abundante,Disponible,Poco disponible,Frecuente
14874,Mala,Mala,Raro,Poco disponible,Poco disponible,Disponible,61-81,Comun,Común,Poco disponible,Disponible,Disponible
14875,Mala,Mala,Poco disponible,Abundante,Poco disponible,Escaso,41-60,Disponible,Poco disponible,Raro,Poco disponible,Frecuente
14876,Mala,Mala,Frecuente,Escaso,Escaso,Escaso,61-81,Comun,Común,Común,Disponible,Disponible
14877,Mala,Mala,Disponible,Escaso,Abundante,Abundante,123-142,Frecuente,Frecuente,Abundante,Poco disponible,Frecuente
14878,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,20-40,Raro,Frecuente,Escaso,Poco disponible,Escaso
14879,Mala,Buena,Disponible,Abundante,Abundante,Normal,82-101,Abundante,Poco disponible,Escaso,Disponible,Disponible
14880,Mala,Mala,Abundante,Abundante,Abundante,Normal,143-163,Comun,Común,Común,Disponible,Disponible
14881,Mala,Mala,Disponible,Abundante,Poco disponible,Abundante,20-40,Frecuente,Raro,Común,Poco disponible,Poco disponible
14882,Mala,Mala,Disponible,Abundante,Abundante,Disponible,41-60,Comun,Común,Poco disponible,Disponible,Disponible
14883,Mala,Mala,Disponible,Escaso,Abundante,Escaso,184-205,Escaso,Abundante,Disponible,Disponible,Disponible
14884,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,61-81,Frecuente,Raro,Escaso,Poco disponible,Raro
14885,Mala,Buena,Disponible,Abundante,Abundante,Poco disponible,41-60,Disponible,Disponible,Disponible,Disponible,Disponible
14886,Mala,Mala,Abundante,Poco disponible,Poco disponible,Poco disponible,20-40,Frecuente,Frecuente,Raro,Raro,Frecuente
14887,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Disponible,Disponible,Escaso,Disponible,Disponible
14888,Mala,Mala,Disponible,Abundante,Abundante,Abundante,123-142,Disponible,Disponible,Disponible,Disponible,Disponible
14889,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,41-60,Frecuente,Frecuente,Raro,Escaso,Abundante
14890,Mala,Mala,Poco disponible,Escaso,Poco disponible,Abundante,41-60,Comun,Común,Común,Disponible,Abundante
14891,Mala,Mala,Escaso,Escaso,Abundante,Abundante,61-81,Frecuente,Frecuente,Frecuente,Abundante,Poco disponible
14892,Mala,Mala,Abundante,Abundante,Poco disponible,Abundante,20-40,Comun,Raro,Común,Poco disponible,Poco disponible
14893,Mala,Mala,Escaso,Disponible,Poco disponible,Disponible,0-19,Comun,Común,Común,Poco disponible,Escaso
14894,Mala,Mala,Escaso,Abundante,Abundante,Poco disponible,61-81,Frecuente,Raro,Frecuente,Raro,Escaso
14895,Mala,Mala,Frecuente,Frecuente,Escaso,Normal,61-81,Disponible,Disponible,Abundante,Disponible,Disponible
14896,Mala,Buena,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Escaso,Abundante,Poco disponible
14897,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Escaso,Poco disponible,Poco disponible
14898,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Escaso,Poco disponible,Escaso
14899,Mala,Buena,Abundante,Abundante,Escaso,Normal,61-81,Comun,Común,Común,Disponible,Disponible
14900,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Frecuente,Frecuente,Abundante,Poco disponible,Disponible
14901,Mala,Buena,Disponible,Abundante,Poco disponible,Escaso,61-81,Abundante,Abundante,Abundante,Escaso,Poco disponible
14902,Mala,Mala,Abundante,Abundante,Escaso,Poco disponible,184-205,Raro,Raro,Poco disponible,Disponible,Poco disponible
14903,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Comun,Común,Escaso,Disponible,Disponible
14904,Mala,Mala,Disponible,Abundante,Poco disponible,Abundante,41-60,Comun,Común,Común,Raro,Abundante
14905,Mala,Mala,Abundante,Abundante,Poco disponible,Poco disponible,41-60,Abundante,Frecuente,Escaso,Poco disponible,Raro
14906,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,61-81,Comun,Común,Escaso,Disponible,Disponible
14907,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Disponible,Poco disponible,Disponible,Poco disponible,Raro
14908,Mala,Mala,Poco disponible,Disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
14909,Mala,Mala,Raro,Abundante,Poco disponible,Poco disponible,82-101,Comun,Común,Poco disponible,Disponible,Disponible
14910,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,82-101,Disponible,Disponible,Escaso,Disponible,Disponible
14911,Mala,Buena,Poco disponible,Poco disponible,Poco disponible,Disponible,61-81,Comun,Común,Común,Disponible,Disponible
14912,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,20-40,Comun,Común,Común,Disponible,Disponible
14913,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Común,Disponible,Disponible
14914,Mala,Mala,Disponible,Escaso,Poco disponible,Abundante,61-81,Escaso,Frecuente,Abundante,Poco disponible,Escaso
14915,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,20-40,Comun,Común,Común,Disponible,Disponible
14916,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,20-40,Comun,Común,Escaso,Escaso,Poco disponible
14917,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Común,Escaso,Poco disponible
14918,Mala,Mala,Disponible,Abundante,Abundante,Disponible,184-205,Comun,Común,Escaso,Disponible,Disponible
14919,Mala,Mala,Abundante,Abundante,Poco disponible,Abundante,41-60,Raro,Común,Común,Poco disponible,Raro
14920,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,41-60,Comun,Común,Común,Disponible,Disponible
14921,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,102-122,Comun,Común,Común,Disponible,Disponible
14922,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,61-81,Comun,Común,Poco disponible,Poco disponible,Disponible
14923,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,61-81,Raro,Raro,Poco disponible,Disponible,Disponible
14924,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Raro,Frecuente,Poco disponible,Frecuente,Escaso
14925,Mala,Buena,Frecuente,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Común,Disponible,Disponible
14926,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Frecuente,Raro,Poco disponible,Disponible,Poco disponible
14927,Mala,Mala,Disponible,Abundante,Abundante,Abundante,61-81,Comun,Común,Común,Disponible,Disponible
14928,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,184-205,Comun,Común,Común,Disponible,Disponible
14929,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,20-40,Escaso,Escaso,Disponible,Poco disponible,Escaso
14930,Mala,Mala,Escaso,Poco disponible,Poco disponible,Poco disponible,20-40,Frecuente,Frecuente,Poco disponible,Abundante,Poco disponible
14931,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,61-81,Raro,Raro,Poco disponible,Disponible,Disponible
14932,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Escaso,143-163,Disponible,Poco disponible,Poco disponible,Disponible,Disponible
14933,Mala,Mala,Poco disponible,Abundante,Abundante,Poco disponible,61-81,Disponible,Disponible,Escaso,Disponible,Disponible
14934,Mala,Buena,Poco disponible,Abundante,Abundante,Abundante,61-81,Disponible,Disponible,Disponible,Disponible,Disponible
14935,Mala,Mala,Poco disponible,Abundante,Abundante,Poco disponible,41-60,Raro,Raro,Abundante,Escaso,Poco disponible
14936,Mala,Mala,Poco disponible,Escaso,Escaso,Abundante,123-142,Poco disponible,Disponible,Disponible,Poco disponible,Frecuente
14937,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,82-101,Comun,Común,Común,Poco disponible,Escaso
14938,Mala,Buena,Abundante,Abundante,Escaso,Abundante,143-163,Comun,Común,Raro,Disponible,Escaso
14939,Mala,Mala,Abundante,Abundante,Poco disponible,Poco disponible,20-40,Comun,Común,Poco disponible,Frecuente,Abundante
14940,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,61-81,Abundante,Frecuente,Frecuente,Poco disponible,Poco disponible
14941,Mala,Mala,Disponible,Escaso,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Disponible,Poco disponible
14942,Mala,Mala,Poco disponible,Escaso,Abundante,Escaso,123-142,Comun,Común,Común,Disponible,Disponible
14943,Mala,Buena,Disponible,Abundante,Poco disponible,Poco disponible,82-101,Disponible,Poco disponible,Poco disponible,Disponible,Disponible
14944,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,61-81,Poco disponible,Abundante,Abundante,Poco disponible,Disponible
14945,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,20-40,Escaso,Abundante,Disponible,Disponible,Disponible
14946,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Abundante,20-40,Comun,Común,Poco disponible,Raro,Abundante
14947,Mala,Mala,Escaso,Abundante,Poco disponible,Disponible,61-81,Comun,Común,Poco disponible,Abundante,Poco disponible
14948,Mala,Mala,Escaso,Abundante,Poco disponible,Disponible,61-81,Comun,Común,Poco disponible,Poco disponible,Poco disponible
14949,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Disponible,Disponible,Disponible,Poco disponible,Frecuente
14950,Mala,Mala,Escaso,Abundante,Poco disponible,Disponible,61-81,Comun,Común,Poco disponible,Disponible,Poco disponible
14951,Mala,Mala,Disponible,Abundante,Abundante,Escaso,61-81,Disponible,Disponible,Poco disponible,Disponible,Disponible
14952,Mala,Mala,Poco disponible,Escaso,Escaso,Abundante,61-81,Comun,Común,Raro,Disponible,Disponible
14953,Mala,Buena,Poco disponible,Abundante,Poco disponible,Poco disponible,20-40,Comun,Frecuente,Común,Disponible,Disponible
14954,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,61-81,Abundante,Escaso,Disponible,Frecuente,Abundante
14955,Mala,Mala,Escaso,Abundante,Poco disponible,Escaso,61-81,Comun,Común,Frecuente,Disponible,Disponible
14956,Mala,Mala,Disponible,Abundante,Poco disponible,Abundante,82-101,Comun,Común,Escaso,Disponible,Poco disponible
14957,Mala,Mala,Disponible,Poco disponible,Abundante,Disponible,20-40,Comun,Común,Escaso,Disponible,Poco disponible
14958,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,41-60,Escaso,Escaso,Raro,Frecuente,Abundante
14959,Mala,Mala,Frecuente,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
14960,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Frecuente,Abundante,Disponible,Poco disponible,Poco disponible
14961,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Abundante,41-60,Comun,Común,Común,Disponible,Disponible
14962,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Escaso,Disponible,Disponible
14963,Mala,Buena,Abundante,Poco disponible,Poco disponible,Poco disponible,20-40,Comun,Raro,Común,Disponible,Disponible
14964,Mala,Mala,Raro,Abundante,Poco disponible,Poco disponible,41-60,Abundante,Abundante,Raro,Frecuente,Escaso
14965,Mala,Mala,Poco disponible,Frecuente,Poco disponible,Abundante,61-81,Comun,Común,Raro,Disponible,Disponible
14966,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,82-101,Raro,Raro,Escaso,Poco disponible,Abundante
14967,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,0-19,Disponible,Disponible,Disponible,Disponible,Disponible
14968,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
14969,Mala,Mala,Raro,Poco disponible,Poco disponible,Disponible,20-40,Frecuente,Frecuente,Escaso,Poco disponible,Frecuente
14970,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Disponible,Disponible,Disponible,Escaso,Abundante
14971,Mala,Mala,Poco disponible,Abundante,Poco disponible,Abundante,20-40,Comun,Común,Poco disponible,Disponible,Disponible
14972,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,0-19,Comun,Común,Común,Abundante,Poco disponible
14973,Mala,Mala,Disponible,Abundante,Abundante,Abundante,143-163,Comun,Común,Común,Disponible,Poco disponible
14974,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Comun,Común,Escaso,Disponible,Disponible
14975,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,102-122,Comun,Común,Común,Disponible,Disponible
14976,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,143-163,Comun,Común,Común,Disponible,Disponible
14977,Mala,Mala,Disponible,Abundante,Abundante,Normal,61-81,Comun,Común,Común,Poco disponible,Disponible
14978,Mala,Buena,Poco disponible,Abundante,Poco disponible,Poco disponible,61-81,Disponible,Disponible,Disponible,Disponible,Disponible
14979,Mala,Buena,Disponible,Poco disponible,Poco disponible,Disponible,0-19,Comun,Común,Común,Disponible,Disponible
14980,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
14981,Mala,Mala,Poco disponible,Escaso,Abundante,Normal,41-60,Abundante,Abundante,Poco disponible,Disponible,Disponible
14982,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,20-40,Comun,Común,Común,Abundante,Poco disponible
14983,Mala,Mala,Raro,Abundante,Abundante,Abundante,61-81,Abundante,Abundante,Poco disponible,Poco disponible,Frecuente
14984,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Abundante,Escaso,Frecuente,Poco disponible,Raro
14985,Mala,Mala,Abundante,Abundante,Poco disponible,Abundante,20-40,Comun,Común,Común,Disponible,Disponible
14986,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,0-19,Comun,Común,Abundante,Disponible,Poco disponible
14987,Mala,Mala,Disponible,Abundante,Poco disponible,Abundante,20-40,Frecuente,Raro,Frecuente,Poco disponible,Disponible
14988,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,41-60,Comun,Común,Común,Escaso,Poco disponible
14989,Mala,Mala,Poco disponible,Escaso,Escaso,Poco disponible,123-142,Comun,Común,Abundante,Poco disponible,Poco disponible
14990,Mala,Mala,Disponible,Disponible,Poco disponible,Disponible,0-19,Comun,Común,Común,Frecuente,Escaso
14991,Mala,Mala,Disponible,Abundante,Abundante,Normal,41-60,Raro,Raro,Poco disponible,Poco disponible,Raro
14992,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Poco disponible,Poco disponible,Poco disponible
14993,Mala,Mala,Disponible,Escaso,Abundante,Escaso,123-142,Abundante,Escaso,Abundante,Raro,Escaso
14994,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,82-101,Escaso,Frecuente,Común,Frecuente,Abundante
14995,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Disponible,Disponible,Poco disponible,Raro,Escaso
14996,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,20-40,Comun,Común,Poco disponible,Raro,Escaso
14997,Mala,Mala,Disponible,Escaso,Poco disponible,Escaso,164-183,Frecuente,Frecuente,Raro,Abundante,Poco disponible
14998,Mala,Mala,Disponible,Disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Poco disponible,Disponible
14999,Mala,Mala,Escaso,Abundante,Poco disponible,Poco disponible,61-81,Abundante,Escaso,Abundante,Disponible,Disponible
15000,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Raro,Raro,Abundante,Abundante,Poco disponible
15001,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,41-60,Disponible,Poco disponible,Disponible,Disponible,Disponible
15002,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,41-60,Raro,Común,Escaso,Frecuente,Escaso
15003,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,20-40,Comun,Común,Común,Escaso,Abundante
15004,Mala,Mala,Escaso,Poco disponible,Poco disponible,Disponible,102-122,Raro,Raro,Frecuente,Disponible,Abundante
15005,Mala,Mala,Escaso,Poco disponible,Poco disponible,Poco disponible,102-122,Comun,Común,Frecuente,Disponible,Disponible
15006,Mala,Mala,Frecuente,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
15007,Mala,Mala,Escaso,Poco disponible,Poco disponible,Disponible,123-142,Comun,Común,Frecuente,Disponible,Disponible
15008,Mala,Buena,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Poco disponible,Poco disponible,Disponible,Disponible,Disponible
15009,Mala,Mala,Escaso,Poco disponible,Poco disponible,Disponible,102-122,Comun,Común,Frecuente,Disponible,Disponible
15010,Mala,Mala,Poco disponible,Escaso,Poco disponible,Escaso,61-81,Frecuente,Frecuente,Raro,Poco disponible,Disponible
15011,Mala,Mala,Poco disponible,Abundante,Poco disponible,Abundante,143-163,Comun,Común,Común,Disponible,Disponible
15012,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,123-142,Comun,Común,Común,Disponible,Disponible
15013,Mala,Mala,Poco disponible,Escaso,Abundante,Escaso,41-60,Frecuente,Frecuente,Frecuente,Escaso,Poco disponible
15014,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,123-142,Disponible,Disponible,Disponible,Poco disponible,Disponible
15015,Mala,Mala,Escaso,Abundante,Poco disponible,Abundante,184-205,Frecuente,Frecuente,Frecuente,Disponible,Disponible
15016,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,61-81,Disponible,Disponible,Disponible,Disponible,Disponible
15017,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Raro,Raro,Escaso,Frecuente,Escaso
15018,Mala,Mala,Disponible,Escaso,Escaso,Escaso,102-122,Escaso,Escaso,Abundante,Disponible,Disponible
15019,Mala,Mala,Escaso,Escaso,Poco disponible,Abundante,184-205,Comun,Común,Frecuente,Disponible,Disponible
15020,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Raro,Poco disponible,Escaso,Abundante
15021,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,20-40,Comun,Raro,Abundante,Poco disponible,Frecuente
15022,Mala,Mala,Disponible,Escaso,Poco disponible,Abundante,41-60,Disponible,Disponible,Raro,Raro,Abundante
15023,Mala,Mala,Escaso,Abundante,Poco disponible,Abundante,164-183,Comun,Común,Frecuente,Disponible,Disponible
15024,Mala,Mala,Poco disponible,Escaso,Poco disponible,Escaso,123-142,Raro,Raro,Escaso,Poco disponible,Disponible
15025,Mala,Mala,Disponible,Disponible,Poco disponible,Disponible,0-19,Comun,Raro,Común,Poco disponible,Poco disponible
15026,Mala,Mala,Abundante,Abundante,Poco disponible,Poco disponible,41-60,Comun,Raro,Escaso,Poco disponible,Escaso
15027,Mala,Mala,Disponible,Escaso,Poco disponible,Poco disponible,41-60,Disponible,Disponible,Raro,Disponible,Disponible
15028,Mala,Mala,Abundante,Abundante,Poco disponible,Poco disponible,41-60,Escaso,Frecuente,Frecuente,Disponible,Disponible
15029,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Común,Poco disponible,Poco disponible
15030,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,102-122,Comun,Frecuente,Raro,Disponible,Poco disponible
15031,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,20-40,Escaso,Frecuente,Abundante,Poco disponible,Poco disponible
15032,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
15033,Mala,Mala,Disponible,Abundante,Escaso,Escaso,184-205,Escaso,Escaso,Abundante,Disponible,Disponible
15034,Mala,Mala,Poco disponible,Abundante,Poco disponible,Abundante,20-40,Raro,Raro,Poco disponible,Raro,Raro
15035,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Escaso,Abundante,Disponible,Raro,Frecuente
15036,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Poco disponible,Disponible,Disponible
15037,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Común,Disponible,Disponible
15038,Mala,Mala,Poco disponible,Abundante,Poco disponible,Escaso,143-163,Disponible,Disponible,Frecuente,Poco disponible,Disponible
15039,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,61-81,Comun,Común,Común,Disponible,Disponible
15040,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
15041,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,143-163,Comun,Común,Común,Disponible,Disponible
15042,Mala,Mala,Disponible,Escaso,Abundante,Escaso,82-101,Frecuente,Escaso,Poco disponible,Raro,Escaso
15043,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,41-60,Disponible,Poco disponible,Abundante,Poco disponible,Escaso
15044,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
