,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,price,has_availability,instant_bookable,id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bedrooms,beds,minimum_nights,maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
8265,David,2019-09-08,"Málaga, Spain",a few days or more,0%,0%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Entire rental unit,Entire home/apt,$80.00,t,f,41902864,293148382,2.0,2.0,36.72706,-4.43779,5.0,0.0,3.0,2.0,1125,1125,2.6,1125.0,12,27,57,332,0.0,0.0,4.91,4.94,4.92,4.9,4.9,4.98,4.74,2.0,2.16
8266,Novasol,2017-10-09,Sweden,within an hour,100%,100%,f,Mareille,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire home,Entire home/apt,$430.00,t,t,726646218071242925,153911255,20.0,22.4,36.7223869,-4.4,6.0,3.0,4.0,1.0,1125,1125,4.3,233.9,8,14,23,291,1.0,0.0,4.7,4.8,4.8,4.8,4.8,4.8,4.7,1.0,0.06
8267,Irene,2016-06-07,"Málaga, Spain",within a day,52%,25%,f,Mareille,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$120.00,t,f,756295795283213210,76356690,2.0,2.0,36.72312641383473,-4.4,6.0,2.0,1.0,1.0,365,365,1.0,365.0,11,17,44,224,0.0,0.0,4.7,4.8,4.8,4.8,4.8,4.8,4.7,2.0,0.06
8268,Angel Manuel,2024-03-14,"Málaga, Spain",within an hour,100%,100%,f,Mareille,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$181.00,t,f,1112334353799836637,567063182,1.0,1.0,36.7195313,-4.4085778,2.0,1.0,0.0,2.0,365,188,2.2,188.0,6,13,19,58,10.0,10.0,5.0,5.0,5.0,4.89,5.0,5.0,4.89,1.0,3.33
8269,Pedro,2016-01-12,"Málaga, Spain",within an hour,100%,100%,t,Mareille,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$115.00,t,f,37078614,54358669,2.0,2.0,36.7,-4.435321871949585,3.0,1.0,2.0,3.0,1125,1125,3.0,1125.0,3,8,21,210,13.0,13.0,4.85,5.0,5.0,5.0,5.0,4.85,4.85,2.0,1.51
8270,Carolina,2014-10-08,"Munich, Germany",within an hour,100%,100%,f,Mareille,"['email', 'phone']",t,t,"Málaga, Andalusia, Spain",Centro,Entire rental unit,Entire home/apt,$124.00,t,t,4293599,22289428,1.0,1.0,36.71631,-4.4107,4.0,2.0,3.0,3.0,60,1125,3.0,1125.0,9,10,14,48,22.5,40.0,4.57,4.72,4.66,4.76,4.57,4.89,4.59,1.0,2.33
8271,Inés,2016-03-29,"Madrid, Spain",within a few hours,100%,92%,f,Mareille,"['email', 'phone']",t,t,"Málaga, Andalusia, Spain",Centro,Entire rental unit,Entire home/apt,$93.00,t,f,36068521,64914179,2.0,2.0,36.717319,-4.411286,3.0,1.0,2.0,2.0,1125,1125,2.0,1125.0,1,2,7,67,111.0,30.0,4.42,4.6,4.45,4.54,4.69,4.9,4.43,2.0,1.84
8272,Maria,2018-02-03,"Málaga, Spain",a few days or more,0%,0%,f,Mareille,"['email', 'phone']",t,t,"Málaga, Andalusia, Spain",Centro,Private room in rental unit,Private room,$60.00,t,f,711498710585195128,171514181,1.0,3.0,36.71805,-4.41214,2.0,1.0,1.0,1.0,4,4,1.0,4.0,26,54,84,359,0.0,0.0,4.42,4.6,4.45,4.54,4.69,4.9,4.43,1.0,1.84
8273,Barbara,2015-12-23,"Marbella, Spain",within an hour,100%,100%,f,Mareille,"['email', 'phone']",t,t,"Málaga, Andalusia, Spain",Centro,Private room in condo,Private room,$65.00,t,t,883780138520907061,52119429,14.0,19.0,36.71569353439798,-4.414341765987757,2.0,1.0,1.0,1.0,120,1125,1.0,1125.0,5,16,46,49,42.0,42.0,4.64,4.4,4.71,4.74,4.95,4.9,4.5,13.0,3.8
8274,Leandro,2014-09-19,"Málaga, Spain",within an hour,100%,100%,f,Mareille,"['email', 'phone']",t,t,"Málaga, Andalusia, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$166.00,t,t,50273093,21521353,56.0,59.0,36.7,-4.44463,6.0,1.5,5.0,3.0,365,365,3.8,365.0,6,14,24,264,66.0,19.0,4.76,4.83,4.67,4.88,4.95,4.61,4.74,41.0,1.82
8275,Steffen,2017-04-18,"Andalusia, Spain",within an hour,100%,100%,t,Mareille,"['email', 'phone']",t,t,"Málaga, Andalusia, Spain",Centro,Entire rental unit,Entire home/apt,$260.00,t,t,793354895908408823,126429738,74.0,75.0,36.71743,-4.41273,4.0,1.0,2.0,1.0,1125,1125,4.1,1125.0,9,18,41,198,13.0,3.0,4.92,4.77,4.92,4.69,4.77,4.92,4.69,10.6,0.85
8276,Jose Antonio,2016-09-23,"Málaga, Spain",within a few hours,100%,100%,f,Mareille,['phone'],t,t,"Málaga, Andalusia, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$89.00,t,f,1168090582317673738,96455864,1.0,1.0,36.7,-4.437406922138956,4.0,3.0,0.0,2.0,60,60,2.0,60.0,10,37,40,40,0.0,0.0,4.92,4.77,4.92,4.69,4.77,4.92,4.69,1.0,0.85
8277,Antonio,2023-12-05,"Málaga, Spain",within an hour,100%,80%,f,Mareille,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$128.00,t,f,1065203364972089516,549566574,3.0,3.0,36.7,-4.443775781501175,2.0,0.0,1.0,2.0,60,60,2.5,60.0,11,13,37,282,2.0,2.0,4.5,4.5,5.0,5.0,5.0,5.0,4.0,3.0,0.37
8278,Marwane,2019-05-09,"Málaga, Spain",within an hour,100%,99%,f,Mareille,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$81.00,t,t,1072341869884825948,260885551,14.0,14.0,36.72309232234276,-4.429743142222013,2.0,1.0,1.0,2.0,1125,1125,3.0,120.5,22,47,68,158,2.0,2.0,4.5,4.8,4.8,4.5,4.5,4.5,4.5,14.0,0.38
8279,Vanesa,2024-03-14,"Málaga, Spain",within an hour,100%,100%,f,Mareille,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$127.00,t,t,1112139161475575494,567012984,1.0,1.0,36.7242936,-4.429530499999999,3.0,2.0,2.0,2.0,60,60,2.0,60.0,15,29,59,322,2.0,2.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,1.0,0.77
8280,Familia Mateus,2016-02-20,"Málaga, Spain",within an hour,100%,100%,t,Mareille,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$118.00,t,t,725949564168453525,59561259,4.0,4.0,36.72486401620933,-4.424089565606697,5.0,2.0,4.0,3.0,365,1125,4.2,1111.9,1,2,3,192,48.0,27.0,4.96,4.98,5.0,4.96,5.0,4.9,4.9,2.0,2.35
8281,Luis,2018-10-19,"Andalusia, Spain",within an hour,100%,100%,t,Mareille,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$250.00,t,t,850486823228647935,221536400,2.0,4.0,36.71798,-4.41251,4.0,1.0,0.0,3.0,300,1125,3.0,1125.0,10,17,38,128,10.0,3.0,4.8,4.8,4.7,4.7,4.9,4.9,4.5,2.0,0.66
8282,Ele,2016-08-14,"Andalusia, Spain",within an hour,100%,100%,t,Mareille,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$176.00,t,t,809897552407214569,89812313,85.0,88.0,36.7,-4.43728,4.0,2.0,2.0,2.0,1125,1125,2.0,1125.0,5,8,36,311,20.0,11.0,4.75,4.85,4.5,4.9,4.95,4.6,4.6,10.6,1.17
8283,Jesús,2024-06-12,"Andalusia, Spain",within a few hours,100%,60%,f,Mareille,['phone'],f,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$70.00,t,f,1177645936163287491,583105217,2.0,2.0,36.7,-4.436953840293288,2.0,1.0,1.0,3.0,30,30,3.0,30.0,11,23,50,230,0.0,0.0,4.75,4.85,4.5,4.9,4.95,4.6,4.6,2.0,1.17
8284,Del Parque Flats,2017-09-25,"Málaga, Spain",within an hour,100%,98%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire home,Entire home/apt,$155.00,t,t,924675104442839447,152016953,84.0,84.0,36.7278618,-4.4099228,8.0,3.0,5.0,1.0,365,1125,2.2,219.8,14,38,65,340,4.0,4.0,4.75,4.25,4.5,4.8,4.75,4.75,4.75,62.0,0.35
8285,Freshlanding,2012-08-26,"Málaga, Spain",within an hour,97%,100%,f,La Victoria,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire serviced apartment,Entire home/apt,$568.00,t,t,50305706,3376700,102.0,22.4,36.72171,-4.4079,6.0,3.0,5.0,2.0,1125,99,2.3,99.0,0,9,35,310,48.0,13.0,4.81,4.9,4.9,4.6,4.79,4.81,4.75,10.6,1.41
8286,Emad,2015-12-14,"Málaga, Spain",within an hour,97%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$200.00,t,t,800548342489202505,51288461,2.0,2.0,36.7210473,-4.4100258,3.0,1.0,2.0,2.0,365,365,2.0,365.0,5,5,12,283,2.0,1.0,4.0,4.8,4.5,5.0,5.0,5.0,4.0,1.0,0.12
8287,María,2019-12-13,"Málaga, Spain",within an hour,98%,100%,f,San Andrés,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$172.00,t,t,43707033,317065206,91.0,100.0,36.7197,-4.40844,4.0,2.0,2.0,1.0,365,365,3.9,164.2,23,53,78,191,71.0,10.0,4.56,4.49,4.76,4.72,4.52,4.79,4.54,10.6,1.5
8288,Francisco Javier,2016-05-10,"Málaga, Spain",within an hour,98%,100%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$131.00,t,t,632662033938805687,71371222,1.0,2.0,36.7,-4.446586,5.0,2.0,4.0,4.0,365,1125,4.0,1125.0,30,60,63,63,6.0,2.0,4.83,4.83,4.83,4.67,4.83,4.67,4.5,1.0,0.25
8289,David,2023-07-06,"Málaga, Spain",within an hour,98%,100%,f,San Andrés,['phone'],f,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$179.00,t,f,929636729819180481,524084898,1.0,1.0,36.7,-4.440259699999999,6.0,3.0,3.0,3.0,365,365,3.1,365.0,8,16,24,24,0.0,0.0,4.83,4.83,4.83,4.67,4.83,4.67,4.5,1.0,0.25
8290,Eudes,2016-04-17,"Benalmádena, Spain",within an hour,100%,100%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$108.00,t,t,1045076795826262441,67628846,31.0,31.0,36.7228511,-4.4296931,4.0,2.0,2.0,4.0,60,1125,4.4,1125.0,18,30,60,162,4.0,4.0,4.75,5.0,4.5,5.0,5.0,4.75,5.0,2.0,0.76
8291,Fernando,2020-02-15,"Andalusia, Spain",within an hour,98%,99%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$146.00,t,t,802179160490431525,336339051,46.0,54.0,36.72011,-4.41666,4.0,1.0,1.0,1.0,365,1125,1.5,1125.0,7,22,52,55,7.0,1.0,4.43,4.29,4.71,4.86,4.43,5.0,4.29,41.0,0.44
8292,Ele,2016-08-14,"Andalusia, Spain",within an hour,100%,100%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$120.00,t,t,1162266592228119874,89812313,85.0,88.0,36.7251501,-4.425341,3.0,1.0,0.0,2.0,60,60,2.0,60.0,19,30,60,174,0.0,0.0,4.43,4.29,4.71,4.86,4.43,5.0,4.29,10.6,0.44
8293,Susana,2024-02-21,"Andalusia, Spain",within an hour,80%,50%,f,San Andrés,"['email', 'phone']",f,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$98.00,t,f,1096294530882269774,563214830,1.0,2.0,36.72896577555799,-4.411667545171277,2.0,1.0,0.0,1.0,365,365,1.0,365.0,29,49,79,259,0.0,0.0,4.43,4.29,4.71,4.86,4.43,5.0,4.29,1.0,0.44
8294,Jorge,2016-02-05,"Geneva, Switzerland",within a few hours,100%,100%,f,San Andrés,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire condo,Entire home/apt,$81.00,t,f,737075643423126510,57532790,1.0,1.0,36.72479,-4.43087,3.0,1.0,2.0,4.0,90,90,3.2,90.0,16,25,52,52,3.0,1.0,4.33,4.33,5.0,4.8,4.67,4.8,4.0,1.0,0.15
8295,Miguel Angel,2023-06-18,"Geneva, Switzerland",within a few hours,90%,69%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$202.00,t,f,918819975642036888,520613292,1.0,1.0,36.7,-4.44076,5.0,2.0,3.0,4.0,365,365,4.0,365.0,28,40,63,338,5.0,5.0,4.8,4.6,4.8,4.8,4.8,4.6,4.4,1.0,0.53
8296,Casavenya,2024-05-13,"Geneva, Switzerland",within an hour,100%,100%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$133.00,t,f,1155938970818444708,577395959,1.0,1.0,36.71019912845965,-4.438326871238429,3.0,2.0,3.0,4.0,1125,1125,4.0,1125.0,16,41,71,74,0.0,0.0,4.8,4.6,4.8,4.8,4.8,4.6,4.4,1.0,0.53
8297,María,2019-12-13,"Málaga, Spain",within an hour,98%,100%,f,San Andrés,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$162.00,t,t,43707012,317065206,91.0,100.0,36.71925,-4.40925,4.0,1.0,3.0,1.0,365,365,4.9,127.1,30,60,90,203,6.0,0.0,4.33,4.8,4.8,4.8,4.33,5.0,4.7,10.6,0.18
8298,OndaLuz,2021-11-24,"Málaga, Spain",within an hour,99%,100%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$310.00,t,t,939683520327566806,433266407,21.0,22.0,36.72208039985647,-4.427617109802338,2.0,1.0,2.0,1.0,365,365,1.0,365.0,7,7,7,7,53.0,9.1,4.58,4.74,4.79,4.75,4.87,4.64,4.58,19.0,4.66
8299,Alfonso Miguel,2017-11-29,"Málaga, Spain",within an hour,100%,100%,t,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$131.00,t,f,993252017213116766,160607023,4.0,5.0,36.7210468,-4.430488299999999,6.0,2.0,3.0,2.0,365,365,2.0,365.0,7,16,40,204,2.0,2.0,4.5,5.0,5.0,5.0,5.0,4.8,5.0,3.0,0.42
8300,Laura,2016-04-16,"Málaga, Spain",within an hour,100%,0%,f,San Andrés,['phone'],t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$273.00,t,f,894609600575141958,67467685,1.0,1.0,36.71697705625138,-4.41096605882529,6.0,2.0,5.0,2.0,1125,1125,2.0,1125.0,4,10,19,238,0.0,0.0,4.5,5.0,5.0,5.0,5.0,4.8,5.0,1.0,0.42
8301,Doña Elvira,2023-06-13,"Málaga, Spain",within an hour,100%,94%,t,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$159.00,t,t,965127648654468872,519740356,9.0,9.0,36.72521717145339,-4.427150032647018,4.0,1.0,2.0,1.0,365,365,1.0,260.8,4,12,19,91,0.0,0.0,4.5,5.0,5.0,5.0,5.0,4.8,5.0,9.0,0.42
8302,Malaga,2014-11-03,"Andalusia, Spain",within an hour,100%,98%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$155.00,t,t,43618760,23300642,25.0,42.0,36.72099,-4.42955,6.0,3.0,3.0,2.0,1125,999,1.9,999.0,3,15,30,217,6.0,3.0,4.33,4.5,4.83,4.83,4.83,4.67,4.17,25.0,0.13
8303,"Esther, Francisco & Sara",2013-01-28,"Andalusia, Spain",within an hour,100%,100%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$108.00,t,t,1169389809764228281,4884962,23.0,38.0,36.7251156,-4.4245978,8.0,3.0,5.0,3.0,365,365,2.9,365.0,9,21,51,141,0.0,0.0,4.33,4.5,4.83,4.83,4.83,4.67,4.17,17.0,0.13
8304,Salvador,2011-06-30,"Andalusia, Spain",within an hour,100%,83%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$83.00,t,f,774350348117280720,762113,2.0,2.0,36.725,-4.42724,2.0,1.0,1.0,2.0,365,365,2.0,365.0,1,3,15,290,23.0,14.0,4.83,4.87,4.74,4.83,4.83,4.7,4.65,2.0,1.39
8305,Malaga,2019-04-03,"Málaga, Spain",within an hour,94%,99%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$35.00,t,t,1118896613725268645,252959314,74.0,77.0,36.72679432827344,-4.4233025275396125,3.0,1.0,3.0,1.0,365,365,1.0,365.0,4,4,4,4,4.0,4.0,4.5,4.75,4.25,4.75,5.0,4.75,5.0,41.0,1.3
8306,Hugo,2024-04-04,"Málaga, Spain",within an hour,100%,100%,f,San Andrés,['phone'],f,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$41.00,t,f,1127396249874546076,570540268,2.0,2.0,36.72694212163078,-4.420931085016139,1.0,1.0,1.0,1.0,1125,1125,1.0,1125.0,18,41,71,251,3.0,3.0,4.7,5.0,5.0,5.0,5.0,4.67,4.7,2.0,1.15
8307,Eli,2016-01-21,"Málaga, Spain",within an hour,100%,100%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$98.00,t,t,927390891902717436,55504381,10.0,12.0,36.7254134,-4.4238157,3.0,1.0,2.0,2.0,365,365,2.0,365.0,6,18,48,138,10.0,10.0,4.6,4.5,4.4,4.9,4.9,4.5,4.3,10.0,0.92
8308,Stay In,2021-09-09,"Málaga, Spain",within an hour,97%,87%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$94.00,t,t,1163774026886747551,422332697,45.0,61.0,36.72441964726938,-4.415749114920445,4.0,1.0,0.0,1.0,365,365,1.4,365.0,0,0,20,278,0.0,0.0,4.6,4.5,4.4,4.9,4.9,4.5,4.3,40.0,0.92
8309,Francisco Javier,2015-05-28,"Marbella, Spain",within an hour,100%,100%,t,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$71.00,t,t,23657499,34418669,1.0,1.0,36.72375,-4.42763,2.0,0.0,2.0,3.0,1125,1125,3.0,1125.0,5,8,19,288,22.5,9.1,4.86,4.9,4.91,4.95,4.97,4.74,4.85,1.0,2.0
8310,Sergio,2016-10-24,"Marbella, Spain",within an hour,90%,88%,f,Urbanización Centro Internacional,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$130.00,t,f,1124472618091088964,101083954,5.0,5.0,36.72120796136908,-4.435059636563257,8.0,1.5,4.0,1.0,365,365,1.4,365.0,9,22,25,25,0.0,0.0,4.86,4.9,4.91,4.95,4.97,4.74,4.85,2.0,2.0
8311,Abililla Apartamentos Granada,2014-07-25,"Granada, Spain",within a few hours,70%,10%,f,Urbanización Centro Internacional,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Entire rental unit,Entire home/apt,$90.00,t,t,1147670333354651130,18853939,10.0,17.0,36.7248,-4.4343,4.0,1.0,2.0,1.0,365,364,1.2,364.0,19,36,59,333,0.0,0.0,4.86,4.9,4.91,4.95,4.97,4.74,4.85,9.0,2.0
8312,Robert,2018-04-23,"Stockholm, Sweden",within an hour,100%,96%,t,Urbanización Centro Internacional,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$90.00,t,t,1014232824882470003,185914686,1.0,1.0,36.723647371099815,-4.417390041053295,2.0,1.0,0.0,2.0,365,365,2.0,365.0,13,26,56,59,32.0,32.0,4.84,4.87,5.0,4.9,5.0,4.94,4.9,1.0,4.42
8313,Leandro,2014-09-19,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Centro Internacional,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$154.00,t,t,645246109866767592,21521353,56.0,59.0,36.7215476,-4.427569800000001,4.0,2.0,2.0,3.0,365,365,3.8,365.0,5,18,32,277,57.0,28.0,4.47,4.56,4.46,4.88,4.82,4.72,4.6,41.0,2.31
8314,Otman,2023-07-12,"Málaga, Spain",within an hour,90%,100%,f,Urbanización Centro Internacional,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$161.00,t,t,933860296151039055,525217356,5.0,6.0,36.72153428955942,-4.429692569713673,5.0,2.0,3.0,2.0,90,365,1.2,365.0,1,10,12,17,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.19
8315,Placida,2023-07-14,"Málaga, Spain",a few days or more,0%,25%,f,Urbanización Centro Internacional,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire home,Entire home/apt,$130.00,t,f,935470309033408070,525670808,1.0,1.0,36.7094169,-4.4440117,4.0,3.0,3.0,5.0,365,365,5.0,365.0,27,46,76,76,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.09
8316,Carmen,2014-09-19,Spain,within an hour,100%,100%,t,Urbanización Centro Internacional,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$121.00,t,t,637306388319904454,21510953,1.0,2.0,36.72422,-4.42873,4.0,0.0,2.0,4.0,100,1125,4.0,1125.0,12,19,40,214,22.0,11.0,4.82,4.86,4.95,4.91,4.91,4.55,4.73,1.0,0.87
8317,Retortillo,2022-07-19,Spain,within an hour,100%,100%,f,Urbanización Centro Internacional,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire serviced apartment,Entire home/apt,$108.00,t,t,676004246307951851,470335442,18.0,19.0,36.7241,-4.42847,4.0,2.0,3.0,1.0,1125,1125,2.6,1125.0,17,17,44,131,2.0,2.0,4.5,5.0,4.5,5.0,4.5,4.5,4.0,18.0,0.21
8318,Malagatravelbook,2020-06-24,"Andalusia, Spain",within a few hours,70%,7%,f,Urbanización Centro Internacional,['phone'],t,t,"Málaga, Andalucía, Spain",Centro,Entire home,Entire home/apt,$300.00,t,f,806309153735240094,351627407,6.0,6.0,36.7212,-4.43217,7.0,1.0,5.0,2.0,365,365,2.0,365.0,29,59,89,364,0.0,0.0,4.5,5.0,4.5,5.0,4.5,4.5,4.0,3.0,0.21
8319,HomeAbroad Apartments,2019-03-20,"Andalusia, Spain",within an hour,90%,96%,f,Trafalgar,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$227.00,t,t,1004108036154653429,250112582,39.0,42.0,36.7,-4.436482265952518,8.0,3.0,6.0,1.0,365,999,2.8,999.0,25,49,79,259,1.0,1.0,4.0,4.8,5.0,4.8,5.0,5.0,4.0,27.0,0.59
8320,Marco,2022-06-25,"Málaga, Spain",within an hour,90%,97%,t,Central LA,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$140.00,t,t,877641521827474167,466000224,5.0,5.0,36.7238581,-4.4173471,3.0,1.0,1.0,2.0,365,365,2.0,365.0,8,12,30,263,10.0,8.0,4.7,4.9,4.7,4.9,4.8,5.0,4.6,4.0,0.7
8321,Novasol,2017-07-31,Norway,within an hour,100%,100%,f,Montberneaume,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$168.00,t,t,929460866460589272,143468407,20.0,22.4,36.725295662604,-4.423778833392,5.0,3.0,3.0,1.0,1125,1125,1.1,987.0,20,36,51,51,1.0,1.0,5.0,5.0,4.8,4.8,4.8,5.0,4.0,1.0,0.1
8322,Alejandro Y Caro,2016-07-10,"Málaga, Spain",within a day,89%,100%,f,Montberneaume,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$213.00,t,t,1169379967029181560,82783041,2.0,3.0,36.7271083,-4.424786399999999,6.0,3.0,2.0,1.0,365,365,1.0,365.0,8,20,50,53,0.0,0.0,5.0,5.0,4.8,4.8,4.8,5.0,4.0,2.0,0.1
8323,HomeAbroad Apartments,2019-03-20,"Andalusia, Spain",within an hour,90%,96%,f,Trafalgar,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$273.00,t,t,777917724497722472,250112582,39.0,42.0,36.72092,-4.43021,4.0,1.0,1.0,1.0,365,999,3.9,999.0,26,56,86,271,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,27.0,0.27
8324,Emanuele,2012-08-15,"Málaga, Spain",within an hour,100%,100%,f,Trafalgar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$130.00,t,f,868560454829541608,3264679,4.0,4.0,36.7264407,-4.4289687,5.0,3.0,3.0,2.0,90,1125,2.0,1125.0,8,11,11,16,4.0,4.0,4.75,5.0,4.75,4.75,4.75,4.5,4.5,3.0,0.35
8325,Antonia,2022-08-27,"Málaga, Spain",within an hour,90%,61%,f,Trafalgar,['phone'],t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$200.00,t,f,1075048782181934227,476959766,2.0,2.0,36.7268817,-4.4286844,6.0,3.0,0.0,3.0,1125,1125,3.0,1125.0,26,27,56,237,1.0,1.0,5.0,5.0,4.8,5.0,5.0,4.8,5.0,2.0,0.27
8326,Yoemel,2018-08-01,"Málaga, Spain",a few days or more,0%,0%,f,Trafalgar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$140.00,t,f,638279748710289839,206731746,1.0,2.0,36.7,-4.438197,5.0,2.0,2.0,2.0,365,365,2.0,365.0,30,53,83,358,0.0,0.0,5.0,5.0,4.8,5.0,5.0,4.8,5.0,1.0,0.27
